,date,sales_values,cut_price_shares,days_to_pending,market_heat,price_cut,zhdf_bot,zhdf_mid,zhdf_top,zvt1,zvt2,zvt3,zvt4,zvt5,sales_to_list
0,2018-01-31,139450.0,0.094298245614035,,33.0,,90884.36969032975,160325.03982075525,261762.8508965945,72295.68759467344,105644.21138662468,177181.43915341643,232375.04623042417,262204.6836483507,0.9895580024677636
1,2018-02-28,144000.0,0.1319910514541387,,38.0,,92285.10180876468,161135.58332064215,263692.504208865,73164.69966007971,106962.1659552143,178954.71234559768,234128.4874239333,263905.2020708137,0.989595829575364
2,2018-03-31,174950.0,0.1422413793103448,,42.0,,93819.81943933498,163476.31210200934,265888.0967342384,74096.42451757808,108428.29591276232,180882.36249095472,236090.2083436265,265876.8260588254,0.988953319129551
3,2018-04-30,178000.0,0.1422764227642276,,49.0,,94755.12704945957,165189.32348363617,267682.3426612786,74511.51947277212,109295.22934205928,182457.2141482873,237846.0901190627,267789.2757309477,0.9910818108795674
4,2018-05-31,176500.0,0.1519230769230769,,53.0,,95434.76134969908,167660.99607374158,269268.5061151359,75099.92208575323,110044.23602511268,183916.4673375424,239308.56475942628,269544.9160167008,0.9928864548491242
5,2018-06-30,160000.0,0.1546762589928057,,51.0,,95735.29705852729,169743.48115098913,270432.8953803888,75615.46206852171,110415.1263925229,185159.292238521,240408.70469734908,270894.4470132312,0.9925448036752323
6,2018-07-31,194000.0,0.1966666666666666,,44.0,,96610.13592249546,172776.44578370152,272428.03305883106,76874.37161252579,111256.34255501252,186751.1880997976,242026.12691813367,272784.82505435246,0.993034278094582
7,2018-08-31,176526.0,0.1930091185410334,,43.0,,97753.43078420933,174229.75812599523,274823.7494634816,78258.1110155045,112370.29006362152,188307.82342751184,244005.60553623256,275144.44251226354,0.991498476115726
8,2018-09-30,159900.0,0.2006319115323854,,39.0,,99201.65548553925,175272.77321178315,277381.3789264468,79786.00282402117,113828.7655190541,189880.32369669224,246206.2742754014,277790.62459615286,0.9846314637551514
9,2018-10-31,162500.0,0.167235494880546,,34.0,,100243.11863264936,174980.9631380425,278822.1909386949,80769.15172597612,114960.73370483854,190864.9010310194,247662.74946159715,279584.32660034247,0.9862824393938852
10,2018-11-30,175000.0,0.1412639405204461,,34.0,,101171.59188444976,174442.51115710245,279701.25573436427,81565.95057515596,115950.17230691346,191606.39600924068,248665.791190706,280735.53594817367,0.9884860646152808
11,2018-12-31,169000.0,0.1140350877192982,,37.0,,101853.8456974882,173694.8709963255,280320.99574518035,82181.21394234238,116597.2729401996,191974.993707274,249265.74043015367,281367.32181348285,0.9828626108511932
12,2019-01-31,154000.0,0.1707317073170731,,39.0,,102531.64485304408,173169.54098025904,281188.401046381,82740.38006805799,117281.6512971202,192523.13770295915,250088.91745940075,282197.31978062,0.9828945546150416
13,2019-02-28,156000.0,0.087719298245614,,44.0,,103124.09882003092,173576.8196448104,282481.9795596091,83211.13174248322,117927.3135842528,193315.97987358712,251444.40747488616,283650.1748213275,0.9869732609493972
14,2019-03-31,184500.0,0.1021897810218978,,53.0,,103664.21041107357,174507.38254082407,283721.630081649,83710.54606223742,118531.07912248136,194149.97786886583,252773.1750874529,285149.0367333162,0.989127390593523
15,2019-04-30,204950.0,0.1810344827586207,,53.0,,104250.83662940977,176986.86905672133,285164.3973479056,84429.3155336337,119135.0486601898,195192.83085155085,254136.2287630815,286752.88110723323,0.9875232766748844
16,2019-05-31,166000.0,0.1428571428571428,,41.0,,104587.32495387254,178622.00293468652,285661.6074322183,85088.3588572015,119387.33120233688,195895.75092725304,254491.52597410683,287155.26219500526,0.9936971188371324
17,2019-06-30,201500.0,0.1754966887417218,,38.0,,104915.512351169,180957.6362455732,286217.0024720729,85637.28243298635,119694.9321089278,196899.2997141657,254987.81927400013,287569.85210214,0.9926307373981796
18,2019-07-31,189000.0,0.1918429003021148,,41.0,,105096.38013352457,182261.9242843621,286450.63884263457,85913.19150456053,119924.75971977478,197485.63156129248,255183.4646964124,287564.07231643115,0.9932862614287448
19,2019-08-31,180000.0,0.2119815668202765,,42.0,,105537.47683717692,183855.2178663314,287429.856695107,86319.85463892652,120543.50338640412,198458.9162834613,256123.9986511961,288469.5468352158,0.9909768565036224
20,2019-09-30,190000.0,0.2133757961783439,,34.0,,106005.47975477396,184622.5652187895,288377.4787107555,86735.11333831049,121162.5633883014,199446.60795911564,257198.70872995225,289504.9296768176,0.989227362874182
21,2019-10-31,185000.0,0.1777378815080789,,42.0,,106912.10890519177,185933.9917902372,289852.37889399217,87586.35600259506,122122.09351667255,200906.8158206661,258781.458108838,291204.8753579901,0.9895970570439588
22,2019-11-30,189950.0,0.1263157894736842,,44.0,,107866.87109807036,186125.1965241064,291520.2723415705,88366.0588944136,123084.2880102878,202410.66316992,260549.9041240404,293036.2715270778,0.9906594291336864
23,2019-12-31,209500.0,0.072639225181598,,53.0,,108895.75151255494,185773.4992350205,293263.76605614345,89210.39663610875,124111.65569228448,203783.1228075456,262275.21272755606,295025.7499789416,0.9874119631183976
24,2020-01-31,215000.0,0.1693548387096774,,53.0,,109489.37318835342,184928.64341794,294696.78233566805,89471.6640257807,124734.83334223035,204909.54850649872,263902.62228626164,296915.2340078576,0.9870953452459308
25,2020-02-29,175000.0,0.1559139784946236,,59.0,,110286.44991840796,185644.55683337635,296289.4192730251,90097.70316738788,125549.26561966306,206066.1779087844,265604.7244015133,298960.5392247331,0.9877779451788034
26,2020-03-31,196500.0,0.108235294117647,,54.0,,111245.84209788298,187286.3907597985,298124.7862550803,90983.3464034978,126548.31789772364,207343.0742525018,267368.95540416,300920.0498395236,0.9902344563628224
27,2020-04-30,200000.0,0.0985324947589098,44.0,63.0,,112513.21120187394,189334.641625322,299885.11690251296,92382.9198087729,127802.2836050388,208520.81791030293,268840.84441887966,302609.8709692378,0.9952271791554717
28,2020-05-31,209000.0,0.1404761904761904,26.0,66.0,,113559.74877525705,191871.4362194544,301187.8352661004,93606.56041865672,128870.71214847744,209464.8298910045,269762.48589642905,303696.4794670222,0.9913375294243784
29,2020-06-30,219000.0,0.1576354679802955,35.0,76.0,,114355.67264990472,194296.36468674883,302143.5716217021,94534.36587138235,129665.76918085078,210411.00191475824,270494.41643038625,304477.0906033418,0.9919055797934704
30,2020-07-31,219500.0,0.1454081632653061,15.0,80.0,,115224.28600492376,197719.057763056,303469.8631511876,95484.22926626432,130645.59442078498,211934.3046957433,271693.8010416469,305590.4562536951,0.9942064325310788
31,2020-08-31,229450.0,0.1553884711779448,13.0,79.0,,116650.09095285968,200993.77292542992,305709.5761010645,96812.99848524388,132126.46583233387,214055.77527867293,273779.71108658286,307781.4348186241,0.996056725128272
32,2020-09-30,208000.0,0.125,17.0,66.0,,118883.86670948968,204861.1182148301,309670.12639270857,98874.31184740826,134406.61073793753,217097.1323090888,277272.5257737791,311732.7771975105,0.997239789586264
33,2020-10-31,239900.0,0.150887573964497,13.0,61.0,,121544.39959358616,208049.29760872223,314534.9141229061,101311.22935738682,137117.13097776225,220643.2056418196,281649.3597703034,316680.5476221013,0.9988532014406548
