,date,sales_values,cut_price_shares,days_to_pending,market_heat,price_cut,zhdf_bot,zhdf_mid,zhdf_top,zvt1,zvt2,zvt3,zvt4,zvt5,sales_to_list
0,2018-01-31,115500.0,0.1588330632090761,,-83.0,5100.0,48848.32622931356,98597.31854946088,179939.28445130723,46249.98333541176,59225.1043713885,108780.61113354415,163019.11323709457,242381.30770701496,0.9696905904697748
1,2018-02-28,114000.0,0.1648804616652926,,-71.0,5000.0,48778.92082115707,97292.52519658684,179470.56086299513,46146.29328205925,58935.36012005722,108287.24507707285,162539.5232463348,241806.8898996013,0.9699769053117784
2,2018-03-31,113000.0,0.1773049645390071,,-60.0,5001.0,49105.24854301279,98309.91155096173,179383.15494578614,46386.227147130056,59050.019630682735,108216.16610922907,162370.00892272987,241701.74822279945,0.9677640695130872
3,2018-04-30,123750.0,0.1851574212893553,,-37.0,5100.0,49579.90224690325,99712.42702339558,179506.37281889826,46720.88413603042,59342.0388939356,108480.40392491448,162456.66251602164,241761.3983108672,0.964423433444568
4,2018-05-31,114000.0,0.1942090395480226,,-40.0,5500.0,50020.72845028583,100832.5893788038,179859.83315464054,47093.78330429461,59679.34882461886,108973.35666551437,162841.57513169374,242151.36529035075,0.9642857142857144
5,2018-06-30,135000.0,0.2038488952245188,,-39.0,5500.0,50124.35218193111,101378.27306052676,179706.1420741362,47252.53892924675,59786.54460717414,109094.42014126873,162851.7887428651,242170.2936675504,0.9656873854987064
6,2018-07-31,115000.0,0.2053571428571428,,-51.0,5100.0,50020.23014941063,102047.59451970027,179341.47654072227,47456.77929573552,59856.51698821853,108954.56301039712,162666.1289265854,242204.7342852272,0.9776061034905972
7,2018-08-31,116802.0,0.1850101282916948,,-47.0,6000.0,49906.37796210384,101974.3382596346,178776.05757371525,47622.38568819084,59966.51186589104,108660.78880968364,162298.0431974769,242170.3321516828,0.9696969696969696
8,2018-09-30,115600.0,0.2019099590723056,,-52.0,6000.0,49948.00864046349,102246.64183281704,178685.00874925102,47796.48241063239,60136.5359635799,108616.66610080352,162371.12838888657,242701.0031510176,0.975609756097561
9,2018-10-31,125000.0,0.190915542938254,,-57.0,5900.0,49969.73059741335,101569.56544899396,178697.54347518412,47737.14551773132,60159.48738470549,108596.21199167868,162522.13857522127,243398.82718022543,0.960789290284623
10,2018-11-30,127500.0,0.1502629601803155,,-58.0,5000.0,49989.6278841421,101223.95404054497,178969.30983022446,47613.97416011721,60187.69503403002,108800.91468606424,162928.23401911973,244006.9850435697,0.9633197480548352
11,2018-12-31,110000.0,0.1202635914332784,,-42.0,5300.0,49929.12044291998,100107.6535859308,178940.6277983104,47527.32684353861,60092.360706435,108804.30635920262,163004.68423872892,244045.2484324533,0.9663555826063436
12,2019-01-31,109000.0,0.145655877342419,,-24.0,5100.0,49990.290326606766,99152.28059065124,179089.9392246503,47656.12004595613,60090.68724042943,108902.1089899394,163127.9493531806,244003.741285575,0.9586206896551724
13,2019-02-28,92600.0,0.1487179487179487,,-17.0,5250.0,50318.16920529043,99053.72748784484,179272.2240454828,47999.06141284632,60311.892862789646,109132.86477867172,163151.9443371373,243953.22502169223,0.9612275970730376
14,2019-03-31,115000.0,0.1899581589958159,,-24.0,7000.0,50757.79574514453,100076.30155276028,179749.25895270938,48331.530390386375,60722.24573812384,109699.11047004753,163443.22738029683,244210.13133465976,0.964685108887581
15,2019-04-30,112000.0,0.1836562763268744,,-34.0,6700.0,51090.41673385436,101004.83032064336,180207.68732044776,48440.69894414547,61058.21223319659,110282.1137082801,163855.07184569817,244405.04542227465,0.9540835707502374
16,2019-05-31,122200.0,0.2091713596138374,,-45.0,5900.0,51292.79333580107,102291.85591061148,180404.9206221148,48403.07047180272,61203.71052486158,110685.04560236102,164128.38331269758,244250.2951328701,0.9642857142857144
17,2019-06-30,125000.0,0.2010997643362136,,-51.0,5500.0,51458.4694235886,103754.65196483416,180387.8854892481,48417.81225567582,61365.202243454005,111007.59192451824,164270.88060710454,243873.7867843051,0.9719872178949472
18,2019-07-31,124000.0,0.2175226586102719,,-36.0,6000.0,51626.874759469065,104911.85503009798,180401.7037120472,48707.76255867411,61694.74217268114,111411.7460031672,164460.04883136053,243606.91904972363,0.9655172413793104
19,2019-08-31,133000.0,0.2168042010502625,,-33.0,5000.0,51645.79153768514,105160.6550273927,180524.4433451669,49046.277381138585,62038.16594349301,111774.35239597764,164738.6221411866,243773.39522956265,0.9696969696969696
20,2019-09-30,130000.0,0.2173252279635258,,-40.0,5600.0,51608.861443512746,105294.82805441388,180688.4467865445,49253.262836696114,62249.08556514732,112029.85202297302,164973.71288545942,243967.13455385537,0.9719101123595506
21,2019-10-31,109615.0,0.2177293934681182,,-41.0,5100.0,51632.655617649136,105259.36840512934,180938.6901065154,49326.8508864534,62360.05110070785,112356.66066898924,165298.79783649973,244244.29498499705,0.9626825310978908
22,2019-11-30,114950.0,0.1611570247933884,,-34.0,5250.0,51646.48455705974,104492.64318120608,181287.2936535049,49265.58571127005,62382.23288463949,112659.38247188836,165714.34848289192,244629.23584842368,0.9499687304565352
