,date,sales_values,cut_price_shares,days_to_pending,market_heat,price_cut,zhdf_bot,zhdf_mid,zhdf_top,zvt1,zvt2,zvt3,zvt4,zvt5,sales_to_list
0,2018-01-31,309000.0,0.1983316733067729,75.0,32.0,10900.0,203173.2418171583,340321.67979571794,753670.8815203129,178927.38095022764,253056.12753834468,376720.65915332176,596727.3277615617,945808.600257899,0.9657794258771992
1,2018-02-28,330000.0,0.2417701676112384,61.0,32.0,10999.0,202960.27859775443,341040.22642501333,752493.6134869395,178862.24477833105,252516.75619922503,376262.4221521647,594719.977150457,941430.0308515752,0.9687982692216904
2,2018-03-31,348500.0,0.2475302475302475,71.0,32.0,10100.0,203079.66379650368,344229.8521864445,752441.9006199312,179261.96335873546,252351.23965363065,376204.0822585267,593491.5530858601,937428.3607252928,0.9711760346714026
3,2018-04-30,326000.0,0.1962307252998286,68.0,34.0,10000.0,203435.1113676558,347092.0258755903,754111.7844893461,179678.5363425977,252593.3175299488,376712.2390181066,593793.4665834805,936931.9476584864,0.9714883804652046
4,2018-05-31,322000.0,0.1613721463944921,70.0,35.0,10000.0,204004.66631182205,349567.4642736504,757429.3532286884,180232.28310582484,253172.4842399195,377654.1505145415,595317.7157665495,938966.91163077,0.97352256984325
5,2018-06-30,305000.0,0.1431729518855656,68.0,35.0,10000.0,204371.2263627575,349944.4653921777,760231.8940531149,180468.862329465,253469.09020807987,378376.4106586116,596636.3444297103,941359.746361432,0.9741922586154594
6,2018-07-31,309250.0,0.1397924845765563,66.0,35.0,10000.0,205236.1515479741,351894.3645248811,763817.9199951775,181209.4176738049,254348.4703398841,379467.5152603064,598541.8305836939,944843.6241248372,0.9720641381654744
7,2018-08-31,299000.0,0.1343732112192329,71.0,35.0,10000.0,206017.3887020226,351161.76642678306,766307.967774231,181766.22470359007,255150.40603970483,380568.66463126894,600570.2294529701,949340.3359943212,0.9715907582890938
8,2018-09-30,296250.0,0.1275846898372195,78.0,35.0,10000.0,206743.12200566023,349989.1917004456,768208.3770635581,182541.0624299897,255912.4792497593,381382.9994381892,602468.3544148635,954479.414284995,0.9723972654704074
9,2018-10-31,310000.0,0.1611932129173508,61.0,34.0,10000.0,207151.43106627537,349921.4622746736,769759.8126430005,183130.92735832688,256214.3590124729,381981.4737719984,604127.5895465094,959911.6768415682,0.9718529267120062
10,2018-11-30,310000.0,0.1580307533273032,58.0,34.0,10000.0,207919.06382345525,350135.35618416744,773025.5590017387,184236.55334282623,256896.2839258572,383162.6652032409,606625.5093682134,967046.490718208,0.971180340009114
11,2018-12-31,307750.0,0.1298934668206905,70.0,34.0,10000.0,209079.8997374806,350507.59651277814,777583.5147445257,185377.0268469925,257862.17261858145,384886.0090356048,609750.7112507304,975285.932049058,0.9710325938144332
12,2019-01-31,320000.0,0.2468898439267134,75.0,33.0,10900.0,210126.86393387508,349879.89549514075,781117.7013458788,186232.92125377108,258533.5567977388,385891.2813700954,611776.3051175011,980709.6243722284,0.9660924589097458
13,2019-02-28,313250.0,0.2543052095743529,77.0,32.0,10123.0,210840.4730179248,351123.8491961011,782352.9660548569,186424.10848850704,258777.19110477567,386079.5108932799,612383.5409013311,981883.2601308054,0.96753312636432
14,2019-03-31,325000.0,0.2641649835229084,68.0,33.0,10100.0,211037.52058604817,352106.7649639501,782016.9456045078,186069.7620941978,258378.0298334096,385578.4431830847,612257.5193036534,981245.537811058,0.9721962255414228
15,2019-04-30,321000.0,0.218739653459883,79.0,34.0,10000.0,210918.04660671856,352833.99096173747,780579.4365382278,185580.08494728585,257722.6835408624,384941.9308283644,612099.1422784099,981566.5161288284,0.9737342574354224
16,2019-05-31,330000.0,0.1769478582508054,87.0,33.0,10000.0,210278.66213151728,352075.3881722157,777725.2936255449,184916.9060558603,256681.68439724145,383561.2933342137,610793.2478686672,980909.0503700336,0.9751531062115346
17,2019-06-30,320000.0,0.1626396466614705,86.0,33.0,10000.0,209768.7022805189,352290.96786521736,775254.3179356469,184443.88224352003,256015.50902451985,382328.26299479575,609304.9407464382,979479.7188596138,0.9755750244128284
18,2019-07-31,300000.0,0.1476111571389119,84.0,35.0,10000.0,209236.3214890445,351492.21154908073,772575.9164512419,183753.6567240189,255419.8771168162,381077.1241433497,607122.5787310741,975757.0784025488,0.9755600056230664
19,2019-08-31,298000.0,0.133014215259646,84.0,36.0,10000.0,209141.8687995092,351271.8971752715,771685.6252971379,183248.980858185,255212.2929790912,380804.815458276,606527.0086742071,974519.0421560222,0.9735209686372562
