RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30
102001,0,United States,country,,0.14766938378372022,0.13920494249081136,0.15313381807961565,0.16230698317584696,0.18548668058635695,0.19407406373997124,0.21113469372762345,0.22168269330380472,0.20942435648452054,0.22628087140217476,0.18174177562514224,0.12477438463792469,0.18475711238941508,0.16082409111640436,0.17348549492258244,0.18723015769719623,0.20410981185524477,0.21126323544247963,0.22584314972995795,0.22297553412987983,0.2239379311314933,0.22263032827030244,0.17251280223567717,0.12964302093164853,0.1736345156774654,0.20445301006932598,0.1486581986365824,0.12794754955069784,0.15334500144061375,0.16240721458916144,0.16359582455681396,0.1591015895812557,0.16051796046963962,0.16809899306839227,0.1464211666770593,0.1185800697345224,0.12047370231798048,0.09765248854694536,0.1041353572767405,0.09923750237709736,0.10686201727314931,0.13648014169317887,0.16020433807251802,0.173524804413285,0.1782940408275483,0.1698354833311893,0.14616187623038213,0.11254272221719742,0.11371339604576436,0.09738329781907523,0.11064456983093084,0.12424155448700913,0.16599566593161827,0.22530186608122943,0.2567344063531163,0.26552411710389556,0.26982608477798736,0.26915782420569273,0.2423226719924929,0.1752254420362689,0.21459702886863338,0.18025003109839532,0.18600896840154096,0.17238304797267873,0.19334242362830534,0.20810560405280204,0.21768512837142565,0.23389861384826854,0.2385334349718242,0.2513419231136029,0.22565787872663923,0.15518309575967848,0.20811875571967753,0.20017236566334196,0.2056228393365252,0.22427700654592342
394913,1,"New York, NY",msa,NY,0.1252818277468811,0.1129869259135099,0.1220630873825235,0.14956330614841806,0.17378279619448925,0.18092307692307694,0.18231286594258103,0.17171094651681365,0.18934372823473905,0.20375239538303846,0.15430704371670512,0.09590274651058082,0.15923902755618052,0.13859996589761414,0.15911919124880003,0.17338477422159432,0.19771394534419193,0.20036341119265869,0.19342829732209893,0.16867771928103506,0.19883597654644194,0.1942259265036882,0.14144085413104712,0.0917819388214125,0.14860856854981763,0.1821346019459227,0.10362502236879106,0.06167009538058724,0.09586381745744295,0.11737963450498928,0.14705567769920969,0.14150167013603138,0.1504537494029613,0.15715993184650204,0.12279188176225161,0.08869788738051249,0.10439439628093981,0.07974802305321002,0.09946111901754162,0.10756175178057281,0.10764484553173699,0.12899261183503025,0.13293698313633226,0.1279666360926393,0.13676254019775794,0.1363044794188862,0.10644394626392704,0.07231598443385429,0.08946419428800392,0.08915230815736062,0.10775340393343419,0.10589866121912961,0.13314485729671513,0.16686976878427348,0.16021690507989123,0.14961857657808703,0.16711585727604034,0.17789387347550104,0.1544958065145309,0.09451476793248945,0.13900030492810733,0.10884970532795686,0.12020081387119604,0.11336691375404175,0.13234917108186633,0.1321805582539991,0.12367474877846409,0.12095549862415789,0.141,0.15462238836777287,0.1307356961651191,0.08010576168753814,0.116542994325622,0.10320453720001117,0.11062141912736889,0.12427189139748712
753899,2,"Los Angeles, CA",msa,CA,0.1486452520987282,0.13630990270073656,0.15730523521115075,0.16908882113016274,0.1987980331451466,0.20709294199860237,0.22433046743749382,0.2555309012595445,0.25141177636141476,0.2686779748802279,0.2286395686437163,0.13700717924036418,0.21521563808133953,0.1816676700782661,0.1894934333958724,0.20011332200113321,0.21644295302013422,0.22081153502615797,0.2325441729620381,0.23275017951563418,0.22238750464856824,0.2146734372264052,0.1663351061670253,0.10787025396027156,0.14855604503181596,0.1578214882167378,0.12614031025700392,0.13613101330603888,0.15385974990057885,0.15726845225925168,0.15595392538428274,0.1518414481897628,0.15227362593910637,0.16373964875785094,0.13517060367454067,0.1131270586964739,0.12017441242156758,0.09800725590199275,0.10089523348657149,0.10088105726872247,0.09357460808980066,0.10920326430492004,0.1313408651032993,0.13770878721859114,0.138830846979931,0.12703616432742545,0.10575603936773038,0.07836618380432202,0.07511844719547608,0.06739311493614658,0.08230077745383868,0.10391951616655036,0.15713172252533125,0.2297713176459448,0.26168430335097004,0.259112657677251,0.26392308049607505,0.27207008808885486,0.23215694524798822,0.15260842237586425,0.19308057488456787,0.14692421591062055,0.14941260466021938,0.12756763943362362,0.13903500227287485,0.14651711172009432,0.15558893478532984,0.17540185994949806,0.18507556675062972,0.19526338277482758,0.1771328170755515,0.1150606599180898,0.15439532703540781,0.13899266638992666,0.1453907620346911,0.15038399714234685
394463,3,"Chicago, IL",msa,IL,0.19328386221234084,0.17524159153484856,0.20080339513877857,0.2402462266424237,0.27491589571068126,0.2864130876025006,0.308428927680798,0.3064080235421296,0.309247725969024,0.3121170438914593,0.22501229767398281,0.14511989845194403,0.21833561318779487,0.20485838437778126,0.23088425202202134,0.26345204585322074,0.30074453324995604,0.3113657704616446,0.32947048362113474,0.3201740871976583,0.3341200795849101,0.31665346092115154,0.2209938375608743,0.15891641709774026,0.2233170466883822,0.2628247162673392,0.20697377609747875,0.1837392647178348,0.21870323577754336,0.24230136478439188,0.2567732431001542,0.2536303166572981,0.26522005639328183,0.2569920308613776,0.20738795621514766,0.15147434079954636,0.1561306878638042,0.1361425121618311,0.15712568789929787,0.15368309485956544,0.16314431574902563,0.20948462199536447,0.23323869296672645,0.24908947731075892,0.26102151233529214,0.24384429937427202,0.1965010632128359,0.14000252940432528,0.15235192430170139,0.1269751957612416,0.14442756635753118,0.15113283321967114,0.189873417721519,0.2507171543316122,0.2777898359740783,0.28699537557805277,0.2996005326231691,0.28929054054054054,0.2587091547394005,0.17209302325581396,0.21135525874862368,0.17553985471191164,0.17608705633867486,0.15877974823118626,0.18335020020240242,0.2005841022602218,0.2219459922846121,0.24034696197734642,0.25169290672083966,0.2590658299288211,0.2407553839713475,0.1542696691075263,0.182865902123311,0.1665974025974026,0.16586254430878297,0.1875144830143208
394514,4,"Dallas, TX",msa,TX,0.1780631725095453,0.1468861171831469,0.17418152161248981,0.18673158429367054,0.22474980247563867,0.25115993240129053,0.2810167910447761,0.28987947536334635,0.2601995120294018,0.2860540334855403,0.2358768406961178,0.16637663615041234,0.221767289510906,0.19306806357863013,0.20541870326611206,0.22490388722768048,0.24961571306575575,0.2682779621958245,0.29215322492633417,0.2847472797963693,0.2770329864173576,0.27685261018594354,0.22543523163174978,0.1720266200691527,0.2227824463118581,0.24103840682788052,0.1838748495788207,0.17320285215366704,0.19829292830947975,0.20425138632162662,0.19890937418852248,0.19065849923430322,0.17182579307166448,0.17504170565976318,0.14634827538053344,0.1195291777188329,0.11419516992678395,0.07304180682364247,0.07971552913703428,0.07306971699043487,0.08070208909663264,0.11097483419642046,0.15480659376530112,0.16630554760639385,0.1587579269626066,0.14451948526056402,0.1077959077959078,0.0869126458530432,0.08196166090902933,0.059915014164305946,0.08196100700359644,0.12094278754361709,0.16340019541352951,0.25947674973742,0.33555449785816277,0.3559057168902201,0.3620889403796453,0.35999267935578333,0.32213037667673117,0.2484492875104778,0.28187919463087246,0.22624834290764473,0.2401894451962111,0.24438423645320198,0.25482326111744585,0.2849878303198887,0.31297185998627314,0.3318397132249392,0.31983162235299173,0.3336701187168477,0.2954853371793191,0.20212362533181646,0.26433499881037353,0.25775202571182837,0.253948173842073,0.29108335534508134
394692,5,"Houston, TX",msa,TX,0.195305125784873,0.17881576804039745,0.19519530271025026,0.22501943027067212,0.2537846193071358,0.26781417730890245,0.2874681838598593,0.2895808019441069,0.2517848489743176,0.2717096003404144,0.22220284598214285,0.15109963155695674,0.23619945894567523,0.21302309428720265,0.21460070170920914,0.2339253666687295,0.2624193261886435,0.28722078975577253,0.3066205106014712,0.2908838882826555,0.27661242278869974,0.2756125795871117,0.2249285148310194,0.17155730566809285,0.2340558642770397,0.262655409497346,0.20970003762355918,0.17734254717318915,0.20715643445493048,0.2257843774591987,0.23088074108121487,0.2258661031021209,0.21674757281553397,0.21280788177339902,0.18898320554947062,0.15812426248011902,0.17334618506493507,0.1262426018502557,0.1529350104821803,0.1407429932593381,0.14317881443046648,0.18287068690459912,0.2111096955026118,0.23009036398952792,0.22364334003288872,0.2002170630426576,0.17034976562097565,0.14307532531003728,0.15833185026991753,0.1309860038912948,0.14838597709128776,0.15356459983611034,0.18251143873919676,0.24452064315833372,0.2962743437764606,0.30828508351730743,0.32129562278036883,0.3097992002407877,0.2703061972863953,0.2055819948443387,0.25038077924630275,0.2180986273512964,0.22228940880971207,0.20730568011958148,0.23972007501257833,0.2575573841489822,0.27827844689631936,0.29549128030625266,0.28462565118181427,0.285708169207056,0.24666991193521265,0.1720958819913952,0.24077750588669836,0.2442363748785443,0.246481178396072,0.28006158583525786
395209,6,"Washington, DC",msa,VA,0.13882181164710508,0.12797112657901522,0.1408217783996947,0.14544128373450035,0.2108512492736781,0.23721898417985013,0.2489112227805695,0.2626809259975089,0.25627705627705627,0.2885460656726709,0.21525251055159367,0.15238798621368785,0.18087385574238785,0.14944534463417675,0.1659738260200154,0.18726608648599902,0.22347171725712353,0.23389742704196168,0.23974042592084818,0.23519547719432732,0.25085535069378445,0.26029002490112785,0.20277953253316489,0.14447739065974796,0.15690269994905756,0.1637407157326131,0.14500292226767972,0.1556045340050378,0.15682591853503933,0.15537919923623128,0.15520986204872322,0.14841222288795686,0.16578503095104108,0.18669184117175877,0.16919828349567467,0.144711171430995,0.1368094559476905,0.10220994475138122,0.11113348097443125,0.11211076707366945,0.12844729882886285,0.1670481739673291,0.19301596630424137,0.21315829800275835,0.22755133312902237,0.22507850337963703,0.18848167539267016,0.13565033214595168,0.12382050744390857,0.09815533980582525,0.10958483615992633,0.12208151958844479,0.17069458817799962,0.25108453511548834,0.27282811770200843,0.27345061229564244,0.2837510105092967,0.297558093737692,0.2693777709830301,0.18433001642353397,0.20424969499796666,0.15452930728241562,0.147537982793337,0.14510627131986356,0.16962661353201075,0.17370441458733205,0.19595437533416504,0.2113851288707584,0.22060789731705144,0.2525585120583786,0.22675350701402805,0.15377844838425753,0.1699481865284974,0.15393696139770982,0.15003496154230347,0.18351696782723667
394974,7,"Philadelphia, PA",msa,PA,0.17788793103448275,0.16371663328291705,0.17420585924346166,0.16821146584277377,0.23090963395612785,0.22428004137885008,0.2390037095919449,0.23631393424933458,0.24313668224299065,0.27472885032537964,0.2293347747191228,0.15343038967831923,0.213511259382819,0.18573674556729847,0.19610548306988845,0.22188082958411062,0.241109709962169,0.24089951318753178,0.23622584312239484,0.226301261829653,0.25993070663121426,0.26657623217001686,0.21403541128734785,0.15519965135915453,0.19723259389413572,0.2246207701283547,0.1534876413908672,0.10221824458224125,0.14249531989868958,0.17791008628084162,0.17899454002266404,0.16550297388156193,0.18337060378125636,0.20012636234402148,0.19401508594039818,0.15249441548771409,0.15552953231354755,0.12139225655064528,0.1348164923732765,0.1306218935628561,0.14321962221595716,0.17451149735506855,0.19167183302335195,0.19441031941031942,0.21243719271705658,0.21556360443420042,0.1831692600825659,0.14425154012320987,0.14902862985685073,0.12961065573770492,0.14241848223424478,0.14399406488163485,0.18011835809619745,0.2227804705047878,0.23629219503482765,0.23174661073621497,0.25765902343503255,0.2590449545367839,0.2407328805885682,0.1813126632403741,0.21715498938428876,0.1826956826956827,0.18465456860872334,0.1724709784411277,0.19217384579692212,0.1949550103822195,0.19419537517697028,0.20967114980953122,0.22303640943439432,0.24727861135628126,0.23727046748456418,0.16672978602537397,0.19957862478452404,0.17566574839302113,0.176995621421354,0.19297690604239165
394856,8,"Miami, FL",msa,FL,0.1745583038869258,0.16638673871768658,0.17897500487839493,0.17565395294461494,0.17086755404512413,0.169447381819606,0.16963221860354277,0.17634085213032583,0.16835941443715297,0.19749625216595604,0.18037042096840297,0.14465022208121828,0.21533415482748622,0.2054176072234763,0.20285235177898425,0.19786500798520634,0.18592569807580572,0.1716025414754677,0.17182920209878777,0.1598064756233718,0.17074734975666805,0.18098922354241503,0.16087159824184047,0.13815612123079293,0.1904192267957153,0.24082914572864322,0.1517938610898208,0.10509274064598657,0.1325994495871904,0.13921100500227376,0.13680909447275577,0.13673331746409584,0.13237301603471813,0.13357820249434518,0.12474739792703331,0.11343614778653056,0.13273084034564733,0.1086975974229341,0.10894388630237686,0.09018588953768683,0.09127304067391365,0.1017862866800711,0.1196680696098624,0.12155717181352092,0.12277847309136421,0.11529172492690988,0.10561538200224208,0.08804554079696394,0.09350035629899112,0.07918334667734188,0.09045520146663026,0.10162452668865274,0.14166952675132516,0.19097549893397645,0.2089305402425579,0.20720336400755682,0.2091641649549692,0.23041899956931028,0.2140281173594132,0.16697570925273503,0.2168168341057601,0.19087743936335178,0.20008712066211704,0.17526156131987866,0.18454342844586746,0.18153607447633824,0.17120968007102225,0.180319953648566,0.19182588890294824,0.2215920658464939,0.21657408965942881,0.1635323875508633,0.23953957114062993,0.23737969856546215,0.23950430507041626,0.24610632844844582
394347,9,"Atlanta, GA",msa,GA,0.16034276768425823,0.15557208379819015,0.17090542959427207,0.185078244751007,0.2147942351102622,0.22562284524816237,0.23647213196700825,0.25027594689204957,0.23978750082491915,0.26256854825468756,0.22038577242965846,0.16472837964408368,0.22738033587334466,0.18184182296915125,0.21635797410260613,0.23161203971737168,0.24911671181250736,0.25745985401459853,0.2688581213593654,0.27032908860982857,0.2712504495863805,0.2750007569105937,0.22073888044412135,0.1790346352247605,0.2151474052394889,0.2314604308758255,0.17950110300356356,0.17413745323541638,0.20019323671497585,0.1967970942710913,0.1910583064349976,0.17391460094569422,0.1809910578312312,0.17814269080981252,0.15387413604947253,0.12107247591118558,0.13125585523396283,0.10895506342721996,0.11439882251433792,0.11106877500476281,0.11078622482131253,0.13426348502629634,0.16171462625574665,0.1710798688977057,0.1751388888888889,0.16369507230099678,0.13999071542786404,0.117521236936992,0.13068696755483053,0.103757815885594,0.12364341085271317,0.14240814999458112,0.17186341849088305,0.22982820297663736,0.2835889124381831,0.30298417784898857,0.32497625046466483,0.32730560578661844,0.2888787185354691,0.21502801833927662,0.2625137874888387,0.22247835376138536,0.21308923010845054,0.18419606550170348,0.19542674820526457,0.2220754812820643,0.24010421885960517,0.257183908045977,0.26572715385732965,0.28176481726945657,0.25663240332843856,0.1750852514919011,0.23527885862516212,0.22548543689320388,0.23599480542743273,0.2553598138607279
