RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
102001,0,United States,country,,0.9818181818181818,0.9836612204068023,0.9873949579831933,0.9899965505346672,0.9921671018276762,0.9929078014184397,0.9908394092353711,0.9880699714094798,0.9863013698630136,0.9844836811128946,0.9833239091041889,0.9818181818181818,0.9803921568627451,0.9825935596170583,0.9851796961837718,0.9877616580678332,0.9897828863346104,0.9904952476238119,0.9895431769717535,0.9878213802435724,0.9865538836657712,0.9855502037791775,0.9849597248183404,0.983645134721732,0.9818181818181818,0.9846641554817759,0.988976377952756,0.9923419550989744,0.9902439024390244,0.9922339041699784,0.9960322559661791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0025252525252526,1.008955223880597,1.0061538461538462,1.0003031221582297,1.0,1.0,1.0,1.0,1.0,1.0,1.0033444816053512,1.0133333333333334,1.0142454050496172,1.0066666666666666,1.0,1.0,1.0,0.9938366718027735,0.9894736842105263,0.9856115107913669,0.9831779949988634,0.9866666666666667,0.994535519125683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993421052631579,0.989004,0.9867713930832368,0.9903301100366789,0.997229916897507
394913,1,"New York, NY",msa,NY,0.9777777777777777,0.9766555502620295,0.9787234042553191,0.9795490016091362,0.98000098000098,0.9842032626806537,0.9841688654353562,0.9834972495415902,0.981310703996972,0.9791666666666666,0.9782608695652174,0.9780907668231612,0.9752438109527382,0.9749968742185546,0.9757605326076746,0.9777777777777777,0.9803921568627451,0.9821428571428571,0.9818199669453944,0.9818140477076357,0.9797369327010008,0.9785202863961814,0.9777778666668444,0.9785202863961814,0.9772337120527643,0.9759188846641318,0.9791400595998297,0.9833366111220371,0.9819639278557114,0.9819893543297799,0.987012987012987,0.9930795847750865,0.9985758406463163,1.0,1.0,1.0,0.995244888254874,0.9932088285229203,0.9937023869719745,1.0,1.0,1.0,1.0008340283569641,1.000181851245681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0008719732321674,1.0094461937395813,1.014287163267376,1.0101943988118507,1.00132631827065,1.0,1.0,1.0,1.0,0.9892284018465597,0.9871411871671646,0.9951219512195122,1.0,1.0,1.0036496350364963,1.010752688172043,1.0067076600052491,1.0022271714922049,1.0000022222271605,1.0,1.0,1.0,1.0,1.0
753899,2,"Los Angeles, CA",msa,CA,0.9974540825604655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967320261437909,0.9937120397253516,0.9920417124039517,0.9911504424778761,0.9885550552599263,0.9910913140311804,0.9919935897435898,0.9945092630277815,0.9959595959595959,0.9972054713928519,0.995274619150492,0.9957081545064378,0.9945872801082544,0.9943181818181818,0.9966128430894542,0.9942775276299631,0.9934488254701065,1.0,1.0,1.0,1.0,0.9986420322724915,1.0,1.0,1.0,1.000002412796527,1.000215846194169,1.0001613163413454,1.0000571461226355,1.001021337891551,1.0121826314660303,1.0206318589956767,1.0256410256410255,1.0294117647058822,1.0298661174047374,1.0222229794249902,1.016904384574749,1.0166666666666666,1.0169681986740082,1.0178891449052738,1.0176196660105918,1.0314763568600047,1.0449086405906818,1.0490216647483623,1.0402010050251256,1.0247661627154538,1.0047940268003877,1.0,1.0,0.9956395348837209,0.9932546182546182,0.9887869520897044,0.9869565217391304,0.9928514694201748,1.0,1.0,1.001699960264422,1.0062893081761006,1.0069848661233993,1.0073529411764706,1.0009532888465205,1.0000714336738339,1.0,1.0,1.0,1.0,1.000256476019492
394463,3,"Chicago, IL",msa,IL,0.97116872522684,0.9722222222222222,0.9766555502620295,0.979765708200213,0.9811465948441709,0.9813608339898261,0.9804902451225613,0.9787234042553191,0.9767441860465116,0.975609756097561,0.9733333333333334,0.9717868338557993,0.9711577942007401,0.9734991887506761,0.9773085866401636,0.9791400595998297,0.9806451612903225,0.9803921568627451,0.9792336204860719,0.9783978222827143,0.9775758966675865,0.9763779527559056,0.9753846153846154,0.9730811204074209,0.9716430358632193,0.9734513274336283,0.9784995052919001,0.9803921568627451,0.9777171441564347,0.98,0.983382524110409,0.9841269841269841,0.9852109612875163,0.9855839952927331,0.9855839952927331,0.9846938775510204,0.9837837837837838,0.9836065573770492,0.9904857190500012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940444225779951,0.9936507936507937,0.9883305548940224,1.0,1.0,1.0005621135469365,1.0050714615029968,1.0041878585924384,1.0,1.0,0.9938820912124583,0.9894291754756871,0.986805213561596,0.9828009828009828,0.9811320754716981,0.9856115107913669,1.0,1.0,1.0,1.000250062515629,1.0000027046856832,1.0,1.0,1.0,1.0,0.991304347826087,0.9894736842105263,0.9949705738520429,1.0
394514,4,"Dallas, TX",msa,TX,0.9874213836477987,0.9923076923076923,0.9963250306247448,1.0,1.0,1.0,0.9977941176470588,0.9916707986455443,0.99,0.9883305548940224,0.9873417721518988,0.9850049250246251,0.9839080459770115,0.9867537649992222,0.9896885736594125,0.9915966386554622,0.9915917657291968,0.9907692307692307,0.9906648885502001,0.9886062394125668,0.9867394201255063,0.9871794871794872,0.987385819921705,0.9856115107913669,0.9853249475890985,0.9873637960368019,0.9904761904761905,0.9935541231384752,0.9923664122137404,0.9948670702816531,0.9976744186046511,0.9988592034857546,1.0,1.0,1.0,1.0,1.0,1.0,1.0021703667953668,1.0205128205128204,1.0303430079155673,1.034864979757085,1.03,1.0216867469879518,1.0103806228373702,1.0050251256281406,1.0058349541539315,1.0074074074074073,1.0084033613445378,1.0222345816339142,1.0444177671068426,1.0526315789473684,1.0485400921592678,1.030612244897959,1.0072588204405557,1.0,0.9966253535027616,0.9916579679888657,0.9873417721518988,0.9846153846153847,0.9819137963231027,0.9861714877038125,0.9964582699908786,1.0,1.0,1.0,1.0,0.996918990600207,0.9924385633270322,0.99,0.9868421052631579,0.9852992327365729,0.9848484848484849,0.9881606744160434,0.9948874279941362
394692,5,"Houston, TX",msa,TX,0.9757575757575757,0.977237644211414,0.9786019536019536,0.9818181818181818,0.9818451278251205,0.982397776945591,0.9814623902252768,0.9811356700467655,0.9791400595998297,0.9783422064207302,0.9782608695652174,0.9776951672862454,0.9766327142001199,0.9787048948201346,0.9796806966618288,0.981491967618808,0.9830508474576272,0.9830508474576272,0.9834871296745993,0.9807767752059631,0.98,0.979599689048378,0.980669223909751,0.9792271481045896,0.9780821917808219,0.9797503903811425,0.982532751091703,0.9845852822208453,0.9830508474576272,0.9842105263157894,0.9858871471786794,0.9864176178946155,0.9866313492892977,0.9873078547750818,0.9876543209876543,0.9866666666666667,0.9865957384788764,0.9894179894179894,0.9960852544584602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0013351134846462,1.005894415736307,1.0000038461686391,1.0,1.0,0.9888611047965447,0.9861325115562404,0.9827586206896551,0.9807692307692307,0.9787234042553191,0.9814832990465123,0.9849246231155779,0.9916643112755044,0.9921313718782073,0.9920717627053601,,,0.9846153846153847,0.9838709677419355,0.9824561403508771,0.9793388429752066,0.9787234042553191,0.9821277302311324,0.9838709677419355
395209,6,"Washington, DC",msa,VA,0.9932203389830508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973333333333333,0.9942805625333204,0.9931192298587548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9968313405802545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000033333444445,1.0098996267837541,1.0168067226890756,1.0222531293463144,1.018181818181818,1.0093672577537163,1.000217438573603,1.0,1.0,1.0,1.0,1.0,1.0063014888682744,1.0206866368410816,1.0263157894736843,1.0222222222222221,1.0083449235048678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0002809778027535,1.0075566750629723,1.0046511627906978,1.0002117471802512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0009822055961621
394974,7,"Philadelphia, PA",msa,PA,0.97868638538495,0.9796999117387467,0.9844741023361421,0.9854927463731866,0.9896669948868827,0.9900980392156863,0.9880561361600477,0.9862182016294267,0.9846153846153847,0.9827586206896551,0.981116343461252,0.9811392646218328,0.9788128957200707,0.9791400595998297,0.9839518394218155,0.9870200108166577,0.9903961584633854,0.9928057553956835,0.9906481741170652,0.9871018689128718,0.9850746268656716,0.9857142857142858,0.9854368932038835,0.9838422498146389,0.9790871225269004,0.9836645548516172,0.989136173695726,0.9945421467556095,0.990990990990991,0.9941002949852508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0003572704537336,1.0076197387518142,1.0071942446043165,1.0002598515922676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0144467375773933,1.0190554640307523,1.018181818181818,1.0043447893988398,1.0,1.0,1.0,1.0,1.0,0.9907317073170732,1.0,1.0,1.0,1.0,1.0005027779175086,1.0006462511384493,1.0000281753971627,1.0,1.0,1.0,1.0,1.0,1.0,1.0
394856,8,"Miami, FL",msa,FL,0.961278964107224,0.9633524474298355,0.9653661990270961,0.9652509652509652,0.9656203288490284,0.9666666666666667,0.9660574412532638,0.967609676096761,0.9687651369552649,0.9661016949152542,0.9654630232053785,0.9656652360515021,0.9627406851712929,0.9649156663707592,0.9655172413793104,0.9651162790697675,0.9666666666666667,0.967741935483871,0.9678120922140061,0.9681093394077449,0.9660272145809956,0.96875,0.967741935483871,0.9661998955477216,0.9650487295843146,0.9666666666666667,0.9682804674457429,0.9701492537313433,0.9649749821300929,0.967741935483871,0.9707298999629492,0.9710144927536232,0.9711030841900528,0.9714285714285714,0.9726027397260274,0.9705882352941176,0.9713701431492843,0.970873786407767,0.9739776951672863,0.9764705882352941,0.9799610337942599,0.985,0.9885222145374304,0.9885550552599263,0.9873417721518988,0.9864188706218727,0.9857142857142858,0.9888559484962277,0.9874213836477987,0.9946270703280049,1.0,1.0,1.0,1.0,1.0,0.9869298479594558,0.9813172296659747,0.9781357882623706,0.9727626459143969,0.9721270462508349,0.9683666881859264,0.970873786407767,0.9726775956284153,0.9726027397260274,0.9737827715355806,0.9747656518232847,0.9773346364461819,0.9759627018005386,0.977826941986234,0.974124809741248,0.9727272727272728,0.9698507533203304,0.9669211195928753,0.9696969696969697,0.9701492537313433
394347,9,"Atlanta, GA",msa,GA,0.9814866745601463,0.9852941176470589,0.9886363636363636,0.9932298664494812,0.9954977488744372,0.9938763012859767,0.9920067255149223,0.9886936291049795,0.9882352941176471,0.9863013698630136,0.985,0.9845245718708566,0.9833333333333333,0.9856835783880447,0.9882352941176471,0.9896334676645557,0.9916,0.9904761904761905,0.9905751105981919,0.9885057471264368,0.987088444157521,0.9847692304087392,0.9859649122807017,0.9855839952927331,0.9824937477670597,0.9863851069741595,0.9901800327332242,0.9953082978193175,0.9937062937062937,0.9927272727272727,0.9956521739130435,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0029498525073746,1.0098067501668873,1.0126582278481013,1.0121457489878543,1.0076923076923077,1.0004168403501459,1.0001291833702175,1.0002994011976047,1.0002381519409382,1.0,1.004585323524296,1.0149253731343284,1.0227272727272727,1.0238637599076408,1.0151515151515151,1.000250062515629,1.0,1.0,0.9922480620155039,0.9888888888888889,0.9871244635193133,0.9858030031954476,0.9911307767944937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9949977171629429,0.990990990990991,0.9886539181724558,0.9943126684636119,1.0
