date,rating,note,review_text
2024-06-01,5.0,Stayed one night,"Wonderful, central location. Very clean. Had a great time!"
2024-06-01,5.0,Stayed a few nights,"House was perfect for my
Biz trip to OB! Clean, everything anyone would need!!"
2024-06-01,5.0,Stayed with a pet,A perfectly appointed and spotlessly clean little cottage on a quiet street.
2024-06-01,5.0,Group trip,Great home! Was a tad smaller than our perception of the photos but perfect for a weekend getaway trip!
2024-06-01,5.0,Stayed one night,Randall and Maria thought of everything you could need for your stay. My sister and I came in town for the Chicago concert and it was so close to the sports center. We enjoyed our stay at your beautiful home! Thank you!
2024-06-01,5.0,Stayed with a pet,The host left a thoughtful basket with dog stuff on the counter for us. The yard was fenced in which made traveling with pets so much easier.
2024-06-01,5.0,Stayed with kids,Very nice place and close to downtown! Would definitely stay again!
2024-06-01,5.0,Stayed a few nights,Perfect size and location for our needs!! This was our second stay here and will use this house again!!
2024-06-01,5.0,Stayed over a week,"Great location for everything we went to Owensboro to do. Our little dog loved the fenced backyard. Cleanest, most comfortable place imaginable. All conveniences and more. The bed mattress was so comfortable and the linens amazing. The bath towels like a 5-star hotel. The HVAC system made it very comfortable inside and quickly shifted from cooling to heat and back as the outside temperatures shifted while we were there. It is a small house but plenty of space. All the kitchen appliances looked brand new.
Randall and Maria were very accommodating. We could not have asked for more gracious hosts. I would call them Super-Hosts. Will definitely plan to stay here again if it is available for our next visit."
2024-04-01,5.0,Stayed a few nights,Would recommend this bnb great amenities
2024-04-01,5.0,Stayed one night,Beautiful home great hosts
2024-04-01,5.0,Stayed with kids,This was a great place to stay for a weekend with my family! The hosts were very communicative with us and offered a ton of recommendations for things to do in the area. We enjoyed our stay at the house and will definitely book again next year when we come back.
2024-04-01,5.0,Stayed with a pet,This is our 3rd stay at Randall & Maria's house. It is centrally located and is perfect for our weekend stays in Owensboro when we visit our son at KWC. We love staying here!
2024-03-01,5.0,Stayed with kids,"Nice place, location, and hosts. A good value for what you get."
2024-03-01,5.0,Stayed with a pet,Maria & Randall went above and beyond the call of great hospitality. They surprised us with extra snacks and goodies. The house was immaculate. The beds were perfectly comfortable. I slept on one of the twin beds and do believe it was the most comfortable of any Airbnb I’ve ever stayed at. Owensboro is a lovely town of friendly people. I enjoyed my walks through the local area.
2024-03-01,5.0,Stayed with kids,Great stay at a good price. Beautiful home also has a fire pit in the back with wood stocked .
2024-03-01,5.0,Stayed with a pet,Great stay and Would love to comeback to stay. Thanks
2024-03-01,5.0,Stayed one night,Perfect location. Close to downtown & plenty of things to do. The space was very clean & comfortable.
2024-03-01,5.0,Stayed with a pet,"The property is just like the listing, maybe even better than expected. It was perfect for week long stay. 10x better than any hotel you would find in the area. Host was awesome. Very quick to respond and super polite. Definitely recommend."
2024-03-01,5.0,Stayed with a pet,Our stay was great. Convenient location for what we needed. Home was decorated so cute. Everything was clean and tidy. Randall and Maria were always responsive. Thank you for being flexible with our needs when our plans changed!
2024-02-01,5.0,Stayed with a pet,"This place was comfortable, clean, and was perfect for us (and our small dog). Everything was in working order and the extras, such as bottled water, snacks, and items for the dog were a nice touch. I would recommend this property and would stay again."
2024-02-01,5.0,Stayed a few nights,"Beautiful place, recommended"
2024-02-01,5.0,Stayed with kids,Great cozy place! Would stay again
2024-02-01,5.0,Stayed a few nights,Thank you for being a great host again
2024-02-01,5.0,Stayed with kids,The house was great! It was small for us and 3 kids but still great and we made it work. We reserved it last possible second for a funeral the next morning and it met our needs! If we need a place in Owensboro again we would 100% consider this one!! The area around it was very quiet as well!
