date,rating,note,review_text
2024-06-01,5,Stayed a few nights,A beautifully appointed home that felt like home! A great space for entertaining while in town.
2024-06-01,5,Stayed with kids,Maddie's house was as described and in a great location. The house is clean and well kept. I would definitely stay here again.
2024-04-01,5,Stayed a few nights,Maddie’s listing exceeded all of our expectations. The house was so beautiful and spotless clean. The area was peaceful and felt safe. The rooms and bathrooms were very spacious. We can’t wait to come back!
2024-04-01,5,Stayed with kids,Our host made the stay an excellent experience!
2024-04-01,5,Stayed a few nights,The Farmhouse on Ollie was fantastic. Maddie’s hospitality is unrivaled and the house is absolutely perfect! Everything you need and more! A+++ stay in Stephenville!
2024-04-01,5,Stayed a few nights,I had a great stay at Maddie's place. It was clean and comfortable. I would recommend it to others.
2024-03-01,5,Group trip,"We had a great time staying at Maddie’s place! It was a very comfortable space with plenty of room, would recommend staying here to anybody!"
2024-03-01,5,Group trip,Very cute home with great bed and even the little extras in the pantry were very thoughtful. The house felt brand new and it was all very clean.
2024-03-01,5,Group trip,"The Farmhouse on Ollie is a lovely home. It is fresh, clean, no clutter, nicely decorated and furnished. The kitchen is perfectly stocked with anything you could possibly need, the towels/bed linens are of good quality. The photos are true to the quality, comfort and design of the house.
We were visiting Stephenville to celebrate my brother and sister-in-law's 50th wedding anniversary. This was a great house for us and our grown children to stay for the weekend. Thank you, Maddie!"
2024-02-01,4,Stayed a few nights,"We enjoyed our stay, the house was as described and Maddie made everything easy for us. We met our daughter and son-in-law there to visit, its close to half way between were they currently live and where we live and they both graduated from Tarleton so we always enjoy going back to Stephenville."
2024-02-01,5,Stayed with kids,This house is adorable! Maddie was great to work with- she made our stay very easy! The house was super clean! Check this out for sure!
2023-12-01,5,Group trip,"When we arrived it was even better than I could have imagined! We arrived in December for a Tarleton State graduation. The house was perfectly and tastefully decorated with Christmas decor that did not clutter but added a perfect holiday touch. We were also greeted with several snacks available which were appreciated! The pantry even had some basics like flour and sugar and even some Mac and cheese. This was a pleasant surprise. We had 6 people staying in the house and had a small approved gathering to celebrate the graduation. It was perfect! A true diamond covering all 4 C’s! Comfortable, convenient, clean, and super cute!
We also had a bit of a challenge in that the day of graduation was raining and the school moved graduation to Saturday instead of Friday. We had planned to leave on Saturday. Checkout was at 11 but graduation was not until 3:00. Maddie was awesome and worked with us to extend our time in the house. Top Notch Host!!"
2023-12-01,5,Group trip,Great location. Clean and spacious. Would definitely stay again
2023-11-01,5,Stayed with kids,Wonderful house with nice furnishings. The host was very friendly and wanted to make sure that we had the best stay possible.
2023-11-01,5,Stayed a few nights,We loved this accommodation!!! It was everything we needed and then some! I hope it’s available every time we go to visit our daughter in Stephenville!!
2023-10-01,5,Stayed a few nights,They guys had an awesome stay!
