,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-02-28,0.9753469130387605,0.9787296894305717,0.9766912795255424,0.9878372262982037,0.9903020519435055,0.9715736788974303,0.9834944981660554,0.9675331263643199,0.9797043185381933,0.971155703943903,0.9747606760681569,,0.9621001244517959,0.9749438107726756,,0.9699510272738036,0.9801398902959645,0.9753311890564609,0.9918490914041883,0.9725482671431673,0.9763886253046161,0.9846565435133009,0.9756350685921086,0.973490191215752,0.9782608695652174,0.9776396097162889,,0.9838799332962757,0.9926596152510524,0.9647513897838388,0.976716214706211,0.9885341404694138,0.9683185679300454,0.9673226143028222,0.9710354489378747,0.9869732609493973,0.9771432768899856,0.9817351598173516,0.970529578456329,0.9793266212614746,0.9784412012690353,0.9774794015220929,0.9855469754147066,0.9827528676091465,,0.9925811160000698,0.9843006485365441,0.9612275970730376,0.9917756243495202
2019-03-31,0.9802838872878451,0.9784365314644656,0.9782441171582595,0.9908190103006247,0.9927776382228899,0.9740837137375837,0.983495145631068,0.9721962255414229,0.9785152809190947,0.9696387168793278,0.9766391376495754,,0.9671291017069668,0.9742845660605968,,0.9711765108461905,0.9856508077793248,0.9789166750687011,0.99262144970641,0.987898565823981,0.979482125574462,0.9892539885897637,0.9768867474962591,0.9745762711864406,0.98627983458296,0.979899488097995,,0.9916492329149234,1.0,0.9733542905316881,0.9787495390852508,0.9897706841731885,0.9691595927053896,0.9725924984351465,0.9774457453566422,0.989127390593523,0.9802140409315289,0.9819803272666444,0.9760937963982016,0.9885659838018104,0.9801761733151384,0.9848571083788036,0.9899210048162118,0.9872703258521978,0.9954152116351356,0.9961050436782154,0.9863163820782419,0.964685108887581,1.0
2019-04-30,0.9878636141537044,0.9808012919720404,0.9820344812092968,0.9940540583743348,0.9953637831394291,0.9775834006238251,0.9883720930232558,0.9737342574354224,0.9825124970695515,0.9737698431151117,0.9823827155804032,,0.9725942066043495,0.9846960261565021,,0.9743620544834588,0.9828588311077588,0.9845456005998308,0.9969696969696971,0.9852662577723139,0.986080219671152,0.9961073310303575,0.9834558685751246,0.978654271299813,0.9882352941176472,0.9824159888819135,,0.9870609398647648,1.000091692136705,0.9777045753064996,0.9888242656261503,0.992639169050778,0.9723098405144568,0.9775259010768591,0.974470311260543,0.9875232766748844,0.9854469586723631,0.9888749968427168,0.9776677382019491,0.9837432453366624,0.9829082675048396,0.9822805315065913,0.9929264759506445,0.9872108881105011,0.9854014598540146,0.9969293098934962,0.9935331333489834,0.9540835707502374,1.0
2019-05-31,0.9836208865585081,0.9805354882157536,0.9845638446188869,0.9957654633869428,0.9974389290949423,0.9791788264768929,0.986842105263158,0.9751531062115346,0.9845702538242518,0.9742410077743321,0.9853394018353803,,0.9750275840352232,0.985934373803888,,0.9734236764423707,0.983837232264914,0.9860033495935971,0.9971789985199156,0.9927772017797253,0.9893359809140657,0.9963960058964348,0.9812179616219375,0.9811715481171548,0.9900390689517448,0.9853375781847251,,1.0,1.0005002501250626,0.9779665051040156,0.990783786338054,0.9905158573609593,0.9779297020848741,0.9778800442522779,0.9820368953053662,0.9936971188371324,0.985515061416298,0.9936406995230525,0.9786842669291611,0.9863842662632376,0.9845700869440606,0.9850046317389652,0.994206224802882,0.991121351802371,1.0,0.9988770606029009,0.9987860825466597,0.9642857142857144,1.0
2019-06-30,0.9856591261280171,0.9820004609856712,0.982929726275956,0.9954805287700657,0.9954227008009302,0.9836676407819416,0.9874551971326164,0.9755750244128284,0.9845831909515397,0.973502891395268,0.9858609637195693,,0.9775799811103092,0.9877516730731501,,0.9707296058957726,0.9827220823667313,0.988582579045891,0.9964094672821865,0.9925602873268342,0.9931688580254178,0.9977839620696763,0.9828622043695849,0.9830742336632736,0.9929824561403509,0.9861548243806051,,1.0,1.000322684737012,0.9773440346915052,0.9895017875571281,0.995446289065432,0.9822656536844421,0.9828656257263565,0.9777221916709794,0.9926307373981795,0.9922885061479244,1.0,0.9807326257072114,0.9911738746690204,0.9840705292867921,0.9837791684479714,0.9923178738102143,0.9934148957100554,1.0,0.9982134980047932,1.000080671184253,0.9719872178949472,1.0
2019-07-31,0.9806461321831881,0.9817729498268413,0.9831145632498061,0.9945398725995771,0.9942637953016015,0.9826747410762489,0.9809982190990826,0.9755600056230663,0.9852882326026261,0.9725977014348022,0.9849834728943501,,0.9727542333818615,0.9842653476911256,,0.9748973484477949,0.9852968836626073,0.9882427542542853,0.9986291665257311,0.9948979591836734,0.9922643313145836,0.9968579623090764,0.9805045609964693,0.9818351030077416,0.992844364937388,0.9847267903033672,,1.0,1.0001375573155482,0.977260290468671,0.9875035246938393,0.990676750878697,0.9824519022195618,0.9774609548636221,0.9841926377733988,0.9932862614287449,0.9882067911086103,0.9963985594237696,0.9788541085616835,0.9925460965084348,0.9824309932330749,0.9841930554370085,0.9927585329785845,0.9899834107076493,1.0,0.9990231713845055,0.999722499383332,0.9655172413793104,1.0
2019-08-31,0.9840955397378308,0.9819216616093549,0.9827794824008351,0.9928740682186928,0.9914169743021818,0.9780972653845446,0.9802067545168909,0.9735209686372562,0.9832942996568176,0.978467407508119,0.9838792307828497,,0.9709565377839031,0.980026259536435,,0.9738900870754065,0.9823107976743329,0.9884098221170892,0.9947359632322136,0.9879575078604352,0.9871057260496121,0.9967584709271318,0.9802446856167298,0.9795748228428512,0.988219329226709,0.984178272669644,,1.0,1.00008356545961,0.9772787026063453,0.9866136356945945,0.9910175651009299,0.9799711460035566,0.9775232020916134,0.9795174381963253,0.9909768565036223,0.9874721535306794,0.9947182747891492,0.9784350765365282,0.988816951147734,0.9837259192103449,0.9815931402809466,0.9895114222159451,0.9866607342582334,1.0,0.9981708493138236,0.9994041944709247,0.9696969696969696,1.0
2019-09-30,0.9825596159178535,0.9770120839710161,0.9829300995834882,0.992417203684879,0.9915453612830386,0.977877985259948,0.9857494376269293,0.9741186860432932,0.9837952185383695,0.975472743198211,0.9833124027717522,,0.9709542853860843,0.9785643507768503,,0.9736766627027369,0.9838691949875151,0.9843710656971234,0.9946003249580464,0.9890131337966632,0.9863152783853237,0.9937364538233332,0.9814561643963456,0.9814197236779418,0.9894151949999026,0.9825248605156542,,1.0,1.000082935410907,0.9783767279953509,0.986511607301081,0.9908794844689565,0.9787462065837936,0.9776094134530657,0.9810194422621911,0.9892273628741819,0.9859531745277864,0.989560678555894,0.978522004577728,0.9899974352398052,0.983790936198996,0.9824240290952799,0.990982486243745,0.986345610974769,1.0,0.9971560359167199,0.9987135301571541,0.9719101123595506,1.0
2019-10-31,0.9818412490356581,0.9787649815174542,0.9824137239789918,0.992824816931412,0.990112302945588,0.9748726714251127,0.983204358109111,0.973204418426681,0.9786889755578706,0.975366556276135,0.981531371993046,,0.9713348507599452,0.9731436604953083,,0.9751607025458239,0.9795658409137892,0.9836490572766147,0.993837707629546,0.9883176317669753,0.9827372003602562,0.991675847607003,0.9757320841641188,0.9741969457609267,0.9838369641602248,0.981735062845972,,0.9949743589743588,1.0,0.9784788143765837,0.9823614754749981,0.9894930347096059,0.9763993278842893,0.9739844779702769,0.9788067073303836,0.9895970570439588,0.9852634176440992,0.9873812849162013,0.9744450931044174,0.9880446175468688,0.9812214189163119,0.9781202688915587,0.9877291451812038,0.9883713688952234,1.0,0.9962218064656203,0.9906644632373407,0.9626825310978908,1.0
2019-11-30,0.9819477001229537,0.9766378713905138,0.9835187675315422,0.9915196335938697,0.9883441427173268,0.9752667532256141,0.9873417721518987,0.9741057519369191,0.979377771949064,0.9772509064536901,0.9808198292761531,,0.9678397539353469,0.9793326300988132,,0.9694082520931898,0.9839269641873488,0.9810578216786687,0.9917985518552171,0.9886935595185982,0.9795697335860185,0.9874610893791043,0.9774300039880115,0.9784172661870504,0.9821428571428572,0.9812159993474944,,0.9885714285714284,1.0001161520926884,0.9732457220891203,0.9833996923307581,0.9851909577105841,0.9716556974425359,0.9683330118231579,0.9802288722633729,0.9906594291336865,0.9806371137592612,0.9866220735785952,0.9767241470998427,0.9952599434045382,0.9816255539542069,0.981165585119377,0.990929081903138,0.9859534720636952,1.0,0.9971116756128734,0.9889956592773806,0.9499687304565352,1.0
2019-12-31,0.9828907213420348,0.9772391359302379,0.9821111799696202,0.9903483170574674,0.9901978916234165,0.9739721965405386,0.9849581425750208,0.9722608879432946,0.9807137067498021,0.9767404241505052,0.9777197365463189,,0.9633290590469796,0.9742679464942409,,0.9703496804978491,0.979103171502267,0.9815575741732925,0.9951901788956353,0.9886929812421428,0.9790244987607485,0.9851543514096397,0.9787435375331195,0.9782608695652174,0.980722891566265,0.9774487745461985,,0.979450804089428,1.0,0.9757574701049063,0.9805341055341055,0.9857456061455784,0.9726833469259297,0.9700364099863868,0.9739479021312177,0.9874119631183976,0.9848647514540317,0.9853289041788784,0.9742740100333636,0.9873248832555036,0.9798557014273162,0.9813663144961521,0.988378321764676,0.9899145532233362,1.0,0.9933552600979111,0.9884188305971849,0.9726027397260274,0.990960290576664
2020-01-31,0.9731993340716787,0.9723707529646168,0.9776304467399506,0.9883007975237712,0.9872132766533565,0.9724717222889275,0.9778941670756892,0.9698108195066218,0.9826395983858359,0.9693309965515092,0.975054795615138,,0.9636161850502449,0.9674333852966855,,0.9712806646073953,0.9783244942220091,0.9769792275664774,0.9940950580248819,0.98890623455986,0.9723703246008497,0.984080193181406,0.974656568493827,0.975609756097561,0.9791730753570108,0.976805555638644,,0.9785112644611323,1.0,0.9709054884895851,0.9801989150090415,0.9909321685152848,0.9677048564148066,0.964472500615664,0.9762756552677173,0.9870953452459307,0.980643638572218,0.9873423579426346,0.970068833702836,0.979782270606532,0.9774616972810737,0.9763314715539837,0.9895648026808386,0.9777398868817099,0.9886020004652244,0.9934223910644159,0.9863514939217188,0.9583333333333334,0.9945912975853736
2020-02-29,0.9826722574576747,0.9824078560621918,0.9823715711075784,0.9934234670305198,0.9915538472750237,0.9747638516036969,0.9874499818115678,0.9725337752124293,0.980483623204353,0.9786958141897606,0.9762932580878484,,0.960854935340331,0.9773737665392054,,0.9753067919126044,0.9827522731686653,0.9773900916886664,0.9830847346325828,0.9970657468836484,0.9779347517469281,0.9851246424824659,0.9784391429564889,0.9762218871717552,0.9787234042553192,0.98143614451056,,0.979071038251366,1.0002594747481797,0.9743699108705782,0.9843045710947786,0.9895732484717317,0.9691763175182053,0.9689864648441014,0.9757327782375488,0.9877779451788034,0.9825515720733533,0.9852109612875164,0.9758240666151796,0.9870864919639308,0.9797680923195621,0.9770995907904444,0.9918833649380273,0.9856806935663436,0.9874961168064617,0.9944013151221349,0.9839430716132621,0.966690793642904,1.0
2020-03-31,0.9805711291738909,0.9827595887458453,0.9866164370723159,0.9962847210738653,0.9939146662003763,0.9801282465899497,0.9879238838741156,0.975655678740745,0.9868300231394375,0.9762156562302954,0.9775562455592973,,0.9680397378469385,0.9809320044315444,,0.9743868895834151,0.9830286224084765,0.9866936042352844,0.9909348155674003,1.0,0.9850784906316458,0.9881227111960842,0.9808313852567797,0.9798245614035088,0.9926588303975392,0.9848007301337444,,0.987979797979798,1.000118188237459,0.9814508950777154,0.9930980133852433,0.9958353392391527,0.9729965945874279,0.9799009678124742,0.9783453790695869,0.9902344563628224,0.9893048838130526,0.9948554264239968,0.9783429321854916,0.9855769230769232,0.9842456748612949,0.9849714050187698,0.9952997484199546,0.9889274403256624,0.9885057471264368,1.0010362755780993,0.9993239588967009,0.969478272016408,1.0
2020-04-30,0.9878291777533372,0.9817053068346285,0.9866114357333432,0.9969357672235737,0.9954605408692969,0.9819766805796736,0.9889336332728953,0.9770863819698219,0.9865436697255053,0.9731649682336713,0.9804539962671008,,0.971376943681905,0.9733647393627936,,0.9765211148609831,0.985712104020825,0.990443242083526,0.9943933918937348,0.9907512268780672,0.9888157479871299,0.9956320969584979,0.9823457171822636,0.9771736342651962,0.9853301520706584,0.9877561917931396,,0.9934497816593888,1.0043068264138102,0.9872707073696154,0.9896103896103896,0.9937952260459652,0.975493411270511,0.9790052168726152,0.9803324833787793,0.9952271791554717,0.9907612291330696,1.0,0.980142488168053,0.9875569755349384,0.9880345499894416,0.9867189210021079,0.9912688808095534,0.9926161724545257,0.9994045846978268,0.9998608803566338,0.9983108108108107,0.9784340305950804,1.0
2020-05-31,0.9855561532444354,0.9896499322929182,0.9826432564611642,0.9923416943855891,0.9910884797790701,0.9801500060454055,0.9869565217391304,0.9747957044024779,0.9853899993079683,0.9621410954459906,0.9821833645360317,,0.9705254591087663,0.9889198349886429,,0.9773731367431697,0.9861086938110116,0.9858620394956571,0.9927588186135925,0.9928964917367353,0.9857074035738231,0.9942429349730365,0.983327899072267,0.9817351598173516,0.9919227152879602,0.9833071185267748,,0.9979126085493593,1.0098940072190774,0.9757591113184523,0.9907011295500687,0.9873529419214947,0.9805025191302021,0.9786978485270182,0.9771552371271519,0.9913375294243785,0.9845056468577779,1.0,0.9795403678579641,1.0,0.983685513431549,0.9856305457860481,0.9877147129035938,0.9917438772495281,1.0,0.9982164705246291,1.001185718480739,0.9545454545454546,1.0
2020-06-30,0.9868151294943814,0.9875186947157784,0.9897148450233865,0.9945075980894493,0.9918436647390779,0.9822004920773582,0.9875,0.9756052024812603,0.9895020472445855,0.9682314399961459,0.9824656745996018,,0.9726272007790159,0.9902415107103183,,0.9848759182049802,0.985574967834163,0.9904264536929868,0.989406157881751,0.9932273064222655,0.9943043609935703,0.9964619836979355,0.9856527440157029,0.9818316548216512,0.9851260985650356,0.9875273881188501,,1.0,1.0010828291420104,0.9811327380201584,0.9936185791326493,0.9936769904269654,0.9759388471977777,0.9899952074762582,0.986240792850272,0.9919055797934705,0.9876031602108997,1.0,0.9789858925123577,0.9991485738612176,0.9893846398109083,0.9876110542012275,0.9914435523513025,0.9937713826625637,1.0,0.9998942479755506,1.0,0.9646809531424916,1.0
2020-07-31,0.9861797145105164,0.9869140880204168,0.9904499853518435,0.9971189254625641,0.9923889940862161,0.9929077659929673,0.9899879465429794,0.9766544061216625,0.9898981184043272,0.9732499643368762,0.9846001675747674,,0.976653482026807,0.9919295067783472,,0.9854650213848737,0.986242307374674,0.9922748730079946,0.99126013369938,1.004,0.9958435815705929,0.9949231285009724,0.9879616040386511,0.9844227986099676,0.9959988568162332,0.9894790996554884,,1.0,1.0076515597410243,0.9850011820954956,0.991991991991992,0.9968206899899904,0.9838885807675498,0.9911062837188144,0.9879576359511267,0.9942064325310789,0.99331296333339,1.0,0.9837693760210616,0.993006993006993,0.9910631460091929,0.988213479130257,0.9929654365272633,0.9930168702894779,1.0,1.0007448407340092,1.0004734455301776,0.9843573093573095,1.0
2020-08-31,0.9913478861462529,0.9905278320545641,0.9936503855357438,0.9971542359638988,0.9944123658280968,0.9932431244881219,0.9914933837429112,0.9779484248414247,0.9909787609833541,0.9671905194428022,0.9826308510850215,,0.9774029297276995,0.9938262160228921,,0.988666281396284,0.9903172288275623,0.9939256539076338,0.9936519144749847,1.0130508626083847,0.9937493966709129,0.9962680929098306,0.9906855642793306,0.9859328079470854,1.0,0.9906215308476739,,1.0,1.0172941651584293,0.9887527991698071,0.9917212869835056,0.9962266825297266,0.9891702474875442,0.9911889570959093,0.9838646022857044,0.9960567251282721,0.9933960251981141,1.0005472355430225,0.9846090968200552,0.9921144653894228,0.9904793798134969,0.9862083957927558,0.995684454519812,0.9964448235662849,1.0158311345646438,1.0015839718938908,1.001111519946249,0.9708481632650183,1.0
2020-09-30,0.9899495105655742,0.9888111199844611,0.9953552368981663,0.9995689953938796,0.9941686411055044,0.9965870460118301,0.9940473704897659,0.9791542993965857,0.9912309573009628,0.9730341736123161,0.9846579099373926,,0.9793826909792733,0.9960095878442478,,0.986937494988996,0.9890731754781822,0.995962944010443,0.992442227293955,1.0,0.9951916872495464,0.9978019959904366,0.9892210320945422,0.9834919767365776,1.0,0.9924508378162951,,1.0007363770250368,1.000876951197149,0.9935519021472875,0.995911214953271,0.9977010419155213,0.9902523272363801,0.9921364133308734,0.9869993518682625,0.9972397895862639,0.9923847080364906,1.007223113964687,0.9873707629031128,1.0,0.9938268035899919,0.9894959613693082,0.9980032095745403,0.9971802379694278,1.0,1.002291423286139,1.0005267106734794,0.975583934361146,1.0
